Modality1,StimulusType1,WordCue1,WordCue1Swedish,Stimulus_file1,Modality2,StimulusType2,WordCue2,WordCue2Swedish,Stimulus_file2,Random,OdorTrigger,Modality,Stimulustype,Target,Cue,SoundFile,Match,ImageFile,Correct,SmellText,nRepOne,nRepTwo,nRepThree,nRepFour,SwedishSoundFile,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,VisualPracticeLoop.thisRepN,VisualPracticeLoop.thisTrialN,VisualPracticeLoop.thisN,VisualPracticeLoop.thisIndex,OlfactoryPracticeLoop.thisRepN,OlfactoryPracticeLoop.thisTrialN,OlfactoryPracticeLoop.thisN,OlfactoryPracticeLoop.thisIndex,routineController.thisRepN,routineController.thisTrialN,routineController.thisN,routineController.thisIndex,routineOne.thisRepN,routineOne.thisTrialN,routineOne.thisN,routineOne.thisIndex,routineTwo.thisRepN,routineTwo.thisTrialN,routineTwo.thisN,routineTwo.thisIndex,innerTwo.thisRepN,innerTwo.thisTrialN,innerTwo.thisN,innerTwo.thisIndex,routineThree.thisRepN,routineThree.thisTrialN,routineThree.thisN,routineThree.thisIndex,routineFour.thisRepN,routineFour.thisTrialN,routineFour.thisN,routineFour.thisIndex,innerFour.thisRepN,innerFour.thisTrialN,innerFour.thisN,innerFour.thisIndex,innerOne.thisRepN,innerOne.thisTrialN,innerOne.thisN,innerOne.thisIndex,innerThree.thisRepN,innerThree.thisTrialN,innerThree.thisN,innerThree.thisIndex,RatingInstructions_1_KeyResponse.keys,RatingInstructions_1_KeyResponse.rt,RatingInstructions_2_KeyResponse.keys,RatingInstructions_2_KeyResponse.rt,RatingInstructions_3_KeyResponse.keys,RatingInstructions_3_KeyResponse.rt,IntensitySlider_VisualRating.response,IntensitySlider_VisualRating.rt,QualitySlider_VisualRating.response,QualitySlider_VisualRating.rt,FruitSlider_VisualRating.response,FruitSlider_VisualRating.rt,FlowerSlider_VisualRating.response,FlowerSlider_VisualRating.rt,IntensitySlider_OlfactoryRating.response,IntensitySlider_OlfactoryRating.rt,QualitySlider_OlfactoryRating.response,QualitySlider_OlfactoryRating.rt,FruitSlider_OlfactoryRating.response,FruitSlider_OlfactoryRating.rt,FlowerSlider_OlfactoryRating.response,FlowerSlider_OlfactoryRating.rt,VisualPractice_KeyResponse.keys,VisualPractice_KeyResponse.rt,KeyResponse_VisualPractice.keys,KeyResponse_VisualPractice.corr,KeyResponse_VisualPractice.rt,OlfactoryPractice_KeyResponse.keys,OlfactoryPractice_KeyResponse.rt,KeyResponse_OlfactoryPractice.keys,KeyResponse_OlfactoryPractice.corr,KeyResponse_OlfactoryPractice.rt,ExperimentInstructions_KeyResponse.keys,ExperimentInstructions_KeyResponse.rt,Wait_OlfactoryCategory_Instructions.started,Wait_OlfactoryCategory_Instructions.stopped,Instructions_OlfactoryCategory_KeyResponse.keys,Instructions_OlfactoryCategory_KeyResponse.rt,KeyResponse_OlfactoryCategory.keys,KeyResponse_OlfactoryCategory.corr,KeyResponse_OlfactoryCategory.rt,SPACEBAR2_OlfactoryCategory.keys,SPACEBAR2_OlfactoryCategory.rt,SPACEBAR_VisualStimuli.keys,SPACEBAR_VisualStimuli.rt,Two_VisualObject.started,Two_VisualObject.stopped,KeyResponse_VisualObject.keys,KeyResponse_VisualObject.corr,KeyResponse_VisualObject.rt,VisualObject_Feedbacktext.started,VisualObject_Feedbacktext.stopped,SPACEBAR2_VisualStimuli.keys,SPACEBAR2_VisualStimuli.rt,SPACEBAR_VisualCategory.keys,SPACEBAR_VisualCategory.rt,KeyResponse_VisualCategory.keys,KeyResponse_VisualCategory.corr,KeyResponse_VisualCategory.rt,SPACEBAR2_VisualCategory.keys,SPACEBAR2_VisualCategory.rt,Instructions_OlfactoryObject_KeyResponse.keys,Instructions_OlfactoryObject_KeyResponse.rt,KeyResponse_OlfactoryObject.keys,KeyResponse_OlfactoryObject.corr,KeyResponse_OlfactoryObject.rt,SPACEBAR2_OlfactoryObject.keys,SPACEBAR2_OlfactoryObject.rt,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,,,0.541200942,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.892735,1454.292728,n,1,0.401210555,1457.942591,1458.442577,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.053314987,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.39232,1464.792309,n,1,0.43368845,1468.4756,1468.975508,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.109841976,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.891954,1475.291938,n,1,0.333599998,1478.87521,1479.375201,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.39032737,,VisualStimulus,Fruit,Pear,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.391596,1485.791594,m,1,0.550327393,1489.591445,1490.091429,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.55143084,,VisualStimulus,Flower,Lavender,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.891273,1496.29127,m,1,0.517050713,1500.057817,1500.557792,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.045709347,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.390908,1506.790887,n,1,0.483878486,1510.524114,1511.024098,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.121825288,,VisualStimulus,Flower,Lilac,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.890533,1517.290511,m,1,0.400367695,1520.940388,1521.440375,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.75456754,,VisualStimulus,Fruit,Pear,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.390171,1527.79015,m,1,0.600355619,1531.639998,1532.140004,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.536548102,,VisualStimulus,Fruit,Lemon,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.889774,1538.28982,m,1,0.383703695,1541.922994,1542.423046,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.093273118,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548.389423,1548.789458,n,1,0.350300224,1552.389401,1552.889305,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.896485326,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.889106,1559.289135,n,1,0.300369204,1562.838963,1563.338914,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.64489363,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.388716,1569.788734,n,1,0.317158184,1573.355295,1573.855258,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.826399103,,VisualStimulus,Fruit,Lemon,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.888385,1580.288386,m,1,0.383759241,1583.921621,1584.421513,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.622665105,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590.388015,1590.788047,n,1,0.433686638,1594.471188,1594.97117,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.632893958,,VisualStimulus,Flower,Lilac,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.887636,1601.287644,m,1,0.45057524,1604.987513,1605.487494,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.095317773,,VisualStimulus,Fruit,Lemon,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.387299,1611.78728,m,1,0.467037581,1615.503832,1616.003809,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.114269602,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.886943,1622.286931,n,1,0.400408751,1625.936801,1626.436776,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.709471743,,VisualStimulus,Flower,Lilac,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.38657,1632.786556,m,1,0.400405128,1636.436503,1636.936417,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.107695082,,VisualStimulus,Flower,Lavender,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.886291,1643.286195,m,1,0.433702336,1646.969406,1647.469358,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.80021313,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.788874217,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.73328121,1672.151813,1672.551795,n,1,0.350297205,1676.151673,1676.651657,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.543167121,,VisualStimulus,Flower,Lavender,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.651447,1683.051549,m,1,0.433701733,1686.73469,1687.234654,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.024412772,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.151123,1693.551107,n,1,0.31706943,1697.117673,1697.617667,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.841279635,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703.650749,1704.050735,n,1,0.317043468,1707.617318,1708.1173,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.345122993,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.15039,1714.55038,n,1,0.517085128,1718.316949,1718.816982,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.620749452,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724.650029,1725.049984,n,1,0.466994714,1728.766584,1729.266571,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.100968982,,VisualStimulus,Fruit,Lemon,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.149697,1735.549684,m,1,0.400382185,1739.199521,1739.699479,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.765125609,,VisualStimulus,Fruit,Pear,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.650127,1746.049309,m,1,0.417092675,1749.715949,1750.215914,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.273255146,,VisualStimulus,Flower,Lilac,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756.148976,1756.548918,m,1,0.417063091,1760.215539,1760.71548,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.354191268,,VisualStimulus,Flower,Lavender,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.64862,1767.048601,m,1,0.417136147,1770.715107,1771.215184,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.46553488,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777.148224,1777.548176,n,1,0.350372072,1781.148115,1781.648099,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.867209277,,VisualStimulus,Flower,Lilac,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.64792,1788.04787,m,1,0.483788524,1791.781061,1792.28104,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.056780899,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.147571,1798.54752,n,1,0.367013733,1802.164066,1802.664037,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.796587682,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.647224,1809.047149,n,1,0.500417506,1812.797022,1813.297006,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.991716425,,VisualStimulus,Fruit,Pear,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.146779,1819.546788,m,1,0.383771317,1823.179997,1823.679959,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.661995949,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.646447,1830.046429,n,1,0.500387317,1833.796312,1834.296307,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
,,,,,,,,,,0.844929412,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.146077,1840.54608,n,1,0.367057808,1844.162586,1844.662535,,,,,,,,,,,,,,,,,103,1,2019_Jul_11_1407,Experiment 1_July3,3.1.0,59.9887358
